Time(s),X(m),Y(m),Theta(rad),Theta(deg)
186.212,13.196709,0.845318,-1.177612,-67.472
186.233,13.196787,0.845311,-1.177715,-67.478
186.255,13.196819,0.845207,-1.178252,-67.509
186.272,13.196939,0.845063,-1.178558,-67.526
186.295,13.197035,0.844957,-1.178689,-67.534
186.312,13.197115,0.844849,-1.178783,-67.539
186.333,13.197234,0.844805,-1.179046,-67.554
186.359,13.197295,0.844795,-1.179201,-67.563
186.373,13.197368,0.844760,-1.179410,-67.575
186.396,13.197478,0.844669,-1.179708,-67.592
186.414,13.197527,0.844584,-1.179962,-67.607
186.434,13.197571,0.844419,-1.180297,-67.626
186.455,13.197666,0.844338,-1.180663,-67.647
186.473,13.197749,0.844231,-1.181007,-67.667
186.498,13.197807,0.844124,-1.181544,-67.697
186.515,13.197899,0.843995,-1.181819,-67.713
186.536,13.197965,0.843948,-1.182099,-67.729
186.554,13.198045,0.843882,-1.182275,-67.739
186.574,13.198110,0.843779,-1.182697,-67.764
186.592,13.198215,0.843683,-1.182974,-67.779
186.615,13.198303,0.843572,-1.183152,-67.790
186.633,13.198352,0.843429,-1.183808,-67.827
186.654,13.198456,0.843291,-1.184190,-67.849
186.675,13.198534,0.843216,-1.184480,-67.866
186.696,13.198603,0.843134,-1.184654,-67.876
186.714,13.198708,0.843032,-1.184949,-67.893
186.736,13.198821,0.842952,-1.185271,-67.911
186.757,13.198926,0.842871,-1.185530,-67.926
186.776,13.199025,0.842732,-1.185800,-67.941
186.797,13.199135,0.842606,-1.186115,-67.959
186.818,13.199208,0.842513,-1.186353,-67.973
186.836,13.199306,0.842399,-1.186645,-67.990
186.861,13.199390,0.842251,-1.187030,-68.012
186.878,13.199488,0.842171,-1.187432,-68.035
186.898,13.199554,0.842083,-1.187724,-68.052
186.921,13.199623,0.841984,-1.188164,-68.077
186.944,13.199736,0.841876,-1.188502,-68.096
186.964,13.199812,0.841750,-1.188802,-68.113
186.983,13.199924,0.841566,-1.189250,-68.139
187.005,13.200016,0.841368,-1.189758,-68.168
187.022,13.200132,0.841172,-1.190150,-68.191
187.044,13.200226,0.840934,-1.190647,-68.219
187.065,13.200360,0.840717,-1.191124,-68.246
187.083,13.200436,0.840488,-1.191584,-68.273
187.106,13.200547,0.840231,-1.192116,-68.303
187.127,13.200664,0.839922,-1.192804,-68.343
187.152,13.200788,0.839573,-1.193341,-68.373
187.170,13.200924,0.839195,-1.193972,-68.410
187.188,13.201043,0.838730,-1.194730,-68.453
187.209,13.201176,0.838285,-1.195467,-68.495
187.230,13.201315,0.837762,-1.196237,-68.539
187.248,13.201427,0.837114,-1.197283,-68.599
187.270,13.201572,0.836453,-1.198375,-68.662
187.292,13.201678,0.835655,-1.199520,-68.727
187.313,13.201764,0.834756,-1.200879,-68.805
187.334,13.201806,0.833632,-1.202784,-68.914
187.356,13.201777,0.832494,-1.205137,-69.049
187.378,13.201581,0.831123,-1.208299,-69.230
187.400,13.201510,0.829619,-1.211046,-69.388
187.419,13.201668,0.827993,-1.212906,-69.494
187.440,13.201938,0.826442,-1.214295,-69.574
187.457,13.201915,0.824803,-1.216772,-69.716
187.477,13.201571,0.822874,-1.220997,-69.958
187.500,13.201116,0.820769,-1.226130,-70.252
187.518,13.200634,0.818466,-1.231746,-70.574
187.539,13.200915,0.816314,-1.234566,-70.735
187.560,13.201580,0.814280,-1.234960,-70.758
187.582,13.201689,0.812193,-1.236962,-70.873
187.602,13.201241,0.810208,-1.241755,-71.147
187.619,13.201137,0.808372,-1.244650,-71.313
187.639,13.200914,0.806906,-1.247366,-71.469
187.656,13.200211,0.805534,-1.252211,-71.746
187.680,13.199076,0.804096,-1.258637,-72.115
187.698,13.197451,0.802888,-1.266968,-72.592
187.716,13.195435,0.801560,-1.277109,-73.173
187.736,13.193071,0.800263,-1.288670,-73.835
187.754,13.190374,0.798949,-1.301674,-74.580
187.773,13.187282,0.797717,-1.315997,-75.401
187.791,13.183850,0.796606,-1.331801,-76.307
187.810,13.180152,0.795360,-1.348817,-77.282
187.830,13.176175,0.794018,-1.367339,-78.343
187.852,13.171833,0.792468,-1.387029,-79.471
187.875,13.167211,0.790753,-1.408020,-80.674
187.894,13.162303,0.788822,-1.430359,-81.954
187.919,13.157037,0.786775,-1.453894,-83.302
187.936,13.151659,0.784619,-1.478196,-84.694
187.960,13.146537,0.782657,-1.501050,-86.004
187.979,13.141822,0.780699,-1.522681,-87.243
187.997,13.136937,0.778597,-1.544591,-88.499
188.018,13.131891,0.776295,-1.567239,-89.796
188.041,13.126796,0.773789,-1.589944,-91.097
188.059,13.121888,0.771139,-1.611560,-92.336
188.081,13.117536,0.768590,-1.629984,-93.391
188.099,13.113758,0.766040,-1.645652,-94.289
188.121,13.110363,0.763508,-1.659920,-95.106
188.143,13.107068,0.760927,-1.673599,-95.890
188.162,13.103417,0.758447,-1.688401,-96.738
188.185,13.099850,0.755932,-1.703045,-97.577
188.205,13.096259,0.753536,-1.717061,-98.380
188.222,13.092765,0.751246,-1.730622,-99.157
188.247,13.089915,0.749023,-1.742196,-99.820
188.264,13.087418,0.746942,-1.751613,-100.360
188.298,13.085193,0.744917,-1.759794,-100.829
188.309,13.083126,0.742939,-1.767317,-101.260
188.331,13.080915,0.740989,-1.775344,-101.720
188.354,13.078486,0.739136,-1.784408,-102.239
188.373,13.075963,0.737422,-1.793802,-102.777
188.393,13.074258,0.735928,-1.800033,-103.134
188.414,13.074068,0.734992,-1.799747,-103.118
188.437,13.074264,0.734216,-1.798131,-103.025
188.458,13.074105,0.733516,-1.798165,-103.027
188.480,13.073758,0.733008,-1.798829,-103.065
188.498,13.073815,0.732880,-1.798392,-103.040
188.521,13.073847,0.732924,-1.798363,-103.039
188.544,13.073581,0.733091,-1.799694,-103.115
188.562,13.073095,0.733420,-1.802085,-103.252
188.583,13.072648,0.734176,-1.804623,-103.397
188.606,13.072257,0.735376,-1.807488,-103.561
188.626,13.071700,0.736820,-1.811517,-103.792
188.646,13.070777,0.738270,-1.816962,-104.104
188.670,13.069610,0.739557,-1.823419,-104.474
188.690,13.068245,0.740860,-1.830435,-104.876
188.711,13.066586,0.742179,-1.838953,-105.364
188.731,13.064577,0.743519,-1.848991,-105.939
188.755,13.062281,0.744818,-1.859996,-106.570
188.785,13.059717,0.746117,-1.872442,-107.283
188.803,13.057018,0.747241,-1.885136,-108.010
188.824,13.055049,0.747919,-1.894425,-108.543
188.841,13.053614,0.748023,-1.900678,-108.901
188.861,13.052059,0.747783,-1.906712,-109.247
188.882,13.050298,0.747347,-1.913706,-109.647
188.906,13.049249,0.746227,-1.917624,-109.872
188.929,13.048424,0.744787,-1.918790,-109.939
188.952,13.047600,0.743306,-1.920074,-110.012
188.972,13.046775,0.741893,-1.921104,-110.071
188.994,13.045744,0.740643,-1.923451,-110.206
189.017,13.044715,0.739258,-1.925595,-110.328
189.034,13.043726,0.737662,-1.927089,-110.414
189.053,13.042543,0.736230,-1.929642,-110.560
189.073,13.040892,0.735011,-1.934462,-110.836
189.095,13.038946,0.733914,-1.940663,-111.192
189.117,13.036637,0.732808,-1.948301,-111.629
189.137,13.034867,0.731260,-1.953405,-111.922
189.158,13.033764,0.729269,-1.954982,-112.012
189.181,13.032167,0.727875,-1.958685,-112.224
189.201,13.030665,0.726609,-1.962641,-112.451
189.224,13.029726,0.725311,-1.964213,-112.541
189.240,13.029271,0.724400,-1.964538,-112.560
189.262,13.028824,0.723474,-1.964832,-112.577
189.282,13.028525,0.722837,-1.965130,-112.594
189.303,13.028248,0.722295,-1.965563,-112.618
189.323,13.028184,0.721853,-1.965406,-112.609
189.342,13.028013,0.721551,-1.966209,-112.655
189.363,13.027914,0.721190,-1.966770,-112.688
189.384,13.027773,0.720926,-1.967266,-112.716
189.403,13.027628,0.720584,-1.967797,-112.746
189.425,13.027484,0.720229,-1.968080,-112.763
189.442,13.027312,0.719847,-1.968376,-112.780
189.465,13.027120,0.719427,-1.968811,-112.805
189.487,13.026875,0.718979,-1.969298,-112.832
189.504,13.026630,0.718476,-1.969921,-112.868
189.524,13.026340,0.717927,-1.970539,-112.904
189.543,13.025993,0.717418,-1.970980,-112.929
189.564,13.025691,0.716883,-1.971388,-112.952
189.588,13.025337,0.716330,-1.971858,-112.979
189.607,13.024992,0.715888,-1.972508,-113.016
189.628,13.024713,0.715421,-1.972825,-113.035
189.649,13.024388,0.715066,-1.973494,-113.073
189.666,13.024079,0.714683,-1.974010,-113.102
189.688,13.023733,0.714417,-1.974979,-113.158
189.710,13.023475,0.714058,-1.975373,-113.181
189.731,13.023182,0.713712,-1.975817,-113.206
189.755,13.022914,0.713419,-1.976514,-113.246
189.772,13.022694,0.713097,-1.976824,-113.264
189.794,13.022414,0.712772,-1.977240,-113.288
189.811,13.022154,0.712442,-1.977768,-113.318
189.831,13.021882,0.712080,-1.978158,-113.340
189.849,13.021603,0.711733,-1.978520,-113.361
189.869,13.021330,0.711350,-1.978893,-113.382
189.892,13.020998,0.710920,-1.979411,-113.412
189.914,13.020653,0.710454,-1.979910,-113.440
189.933,13.020260,0.709944,-1.980446,-113.471
189.958,13.020003,0.709613,-1.980810,-113.492
189.976,13.019675,0.709138,-1.981499,-113.532
189.997,13.019133,0.708324,-1.982349,-113.580
190.019,13.018385,0.707277,-1.983656,-113.655
190.039,13.017549,0.706150,-1.985398,-113.755
190.062,13.016690,0.704913,-1.986790,-113.835
190.084,13.015816,0.703678,-1.988085,-113.909
190.104,13.014725,0.702496,-1.990170,-114.028
190.125,13.013496,0.701247,-1.992952,-114.188
190.147,13.012163,0.699927,-1.996171,-114.372
190.170,13.010609,0.698580,-2.000278,-114.607
190.190,13.008955,0.697116,-2.004841,-114.869
190.209,13.007755,0.695226,-2.006713,-114.976
190.231,13.006305,0.693450,-2.009139,-115.115
190.247,13.004469,0.691935,-2.013541,-115.367
190.267,13.002755,0.690354,-2.017458,-115.592
190.291,13.001326,0.688608,-2.019807,-115.726
190.305,13.000125,0.686909,-2.021169,-115.804
190.340,12.998820,0.685568,-2.023578,-115.942
190.363,12.997888,0.683997,-2.024256,-115.981
190.380,12.996810,0.682627,-2.025876,-116.074
190.403,12.995448,0.681318,-2.028965,-116.251
190.425,12.993951,0.680156,-2.032702,-116.465
190.442,12.992581,0.678908,-2.035635,-116.633
190.461,12.991367,0.677624,-2.037957,-116.766
190.480,12.990274,0.676303,-2.039775,-116.871
190.502,12.989065,0.674866,-2.041843,-116.989
190.526,12.987688,0.673324,-2.044179,-117.123
190.544,12.986222,0.671892,-2.047108,-117.291
190.563,12.984352,0.670615,-2.051565,-117.546
190.586,12.982256,0.669462,-2.057348,-117.877
190.607,12.980098,0.668190,-2.063092,-118.206
190.629,12.977981,0.666679,-2.068201,-118.499
190.655,12.975693,0.665142,-2.073716,-118.815
190.672,12.973158,0.663645,-2.080198,-119.187
190.695,12.970344,0.662138,-2.087783,-119.621
190.713,12.967778,0.660205,-2.093434,-119.945
190.738,12.965098,0.658395,-2.099497,-120.292
190.761,12.962141,0.656583,-2.106780,-120.710
190.780,12.959433,0.654425,-2.112268,-121.024
190.799,12.957171,0.652315,-2.115622,-121.216
190.825,12.954920,0.650350,-2.119962,-121.465
190.840,12.952824,0.648466,-2.123545,-121.670
190.860,12.950646,0.646601,-2.127647,-121.905
190.881,12.948694,0.644808,-2.130948,-122.094
190.903,12.946913,0.642849,-2.133396,-122.235
190.923,12.945374,0.640977,-2.134749,-122.312
190.945,12.943667,0.639280,-2.137142,-122.449
190.963,12.941780,0.637870,-2.141032,-122.672
190.981,12.940015,0.636562,-2.144569,-122.875
191.006,12.938402,0.635224,-2.147451,-123.040
191.023,12.936514,0.634025,-2.151697,-123.283
191.045,12.934428,0.633338,-2.158202,-123.656
191.064,12.932136,0.632828,-2.165931,-124.099
191.085,12.930083,0.632234,-2.172365,-124.467
191.108,12.928288,0.631585,-2.177423,-124.757
191.128,12.926308,0.631085,-2.183283,-125.093
191.147,12.924206,0.630724,-2.190031,-125.480
191.168,12.921819,0.630202,-2.197103,-125.885
191.191,12.919187,0.629504,-2.204576,-126.313
191.208,12.916325,0.628872,-2.213253,-126.810
191.231,12.913643,0.628091,-2.221118,-127.261
191.247,12.911680,0.627354,-2.226534,-127.571
191.269,12.909971,0.627035,-2.231864,-127.876
191.287,12.908206,0.626758,-2.237338,-128.190
191.310,12.906302,0.626716,-2.243779,-128.559
191.328,12.904187,0.626865,-2.251353,-128.993
191.348,12.901792,0.627007,-2.259882,-129.482
191.376,12.899095,0.626867,-2.268505,-129.976
191.390,12.896160,0.626827,-2.278268,-130.535
191.411,12.892901,0.626922,-2.289466,-131.177
191.434,12.889432,0.626672,-2.299913,-131.775
191.451,12.885875,0.626173,-2.309979,-132.352
191.470,12.882079,0.625637,-2.321035,-132.986
191.491,12.878006,0.624953,-2.331880,-133.607
191.513,12.873705,0.624315,-2.343483,-134.272
191.531,12.869202,0.623891,-2.356310,-135.007
191.550,12.864530,0.623343,-2.368889,-135.727
191.571,12.859962,0.622720,-2.381069,-136.425
191.589,12.856115,0.621645,-2.389738,-136.922
191.610,12.852199,0.620396,-2.398095,-137.401
191.632,12.848032,0.619201,-2.406299,-137.871
191.649,12.844086,0.618040,-2.414035,-138.314
191.672,12.840801,0.617068,-2.420523,-138.686
191.693,12.837287,0.616104,-2.428374,-139.136
191.714,12.833468,0.615289,-2.436395,-139.595
191.738,12.829613,0.614735,-2.445542,-140.119
191.760,12.826431,0.614275,-2.452619,-140.525
191.780,12.823397,0.613458,-2.458443,-140.858
191.802,12.820318,0.612573,-2.463829,-141.167
191.819,12.817744,0.612124,-2.468999,-141.463
191.840,12.815547,0.612150,-2.475190,-141.818
191.858,12.813338,0.611779,-2.480019,-142.095
191.879,12.811048,0.610952,-2.483521,-142.295
191.901,12.808651,0.610718,-2.488578,-142.585
191.922,12.806254,0.610814,-2.495090,-142.958
191.944,12.804021,0.609951,-2.498259,-143.140
191.963,12.801961,0.608973,-2.500145,-143.248
191.988,12.800011,0.608534,-2.503533,-143.442
192.011,12.798206,0.607748,-2.505921,-143.579
192.033,12.796242,0.607330,-2.509465,-143.782
192.053,12.794463,0.607369,-2.513669,-144.023
192.073,12.792918,0.607392,-2.517783,-144.258
192.090,12.791546,0.607224,-2.520710,-144.426
192.111,12.790229,0.607008,-2.523000,-144.557
192.132,12.789498,0.607089,-2.524853,-144.663
192.153,12.789201,0.607065,-2.525652,-144.709
192.170,12.788972,0.606839,-2.525385,-144.694
192.193,12.788690,0.606532,-2.525045,-144.674
192.216,12.788354,0.606347,-2.525184,-144.682
192.240,12.788200,0.606477,-2.525856,-144.721
192.254,12.788320,0.606909,-2.527119,-144.793
192.275,12.788488,0.607662,-2.529578,-144.934
192.292,12.788520,0.608680,-2.533149,-145.139
192.316,12.788343,0.609936,-2.538323,-145.435
192.338,12.787945,0.611524,-2.544957,-145.815
192.355,12.787332,0.613355,-2.553105,-146.282
192.378,12.786549,0.615445,-2.562790,-146.837
192.396,12.785630,0.617483,-2.572597,-147.399
192.421,12.784765,0.619115,-2.580963,-147.878
192.437,12.783957,0.620160,-2.586642,-148.204
192.456,12.783423,0.621331,-2.592096,-148.516
192.479,12.783148,0.622858,-2.598232,-148.868
192.500,12.782825,0.624633,-2.605770,-149.300
192.520,12.782181,0.626739,-2.615018,-149.829
192.541,12.781199,0.628895,-2.625022,-150.403
192.558,12.780269,0.630764,-2.633740,-150.902
192.578,12.779530,0.632763,-2.643131,-151.440
192.599,12.778347,0.633869,-2.649443,-151.802
192.641,12.777561,0.634719,-2.653828,-152.053
192.657,12.777271,0.634908,-2.655855,-152.169
192.677,12.777020,0.635230,-2.657396,-152.258
192.692,12.776917,0.635169,-2.657593,-152.269
192.714,12.776907,0.634841,-2.656735,-152.220
192.731,12.776697,0.634745,-2.656802,-152.224
192.754,12.776439,0.634630,-2.657440,-152.260
192.777,12.776314,0.634559,-2.657979,-152.291
192.795,12.776378,0.634570,-2.658038,-152.294
192.816,12.776506,0.634544,-2.658022,-152.293
192.836,12.776710,0.634533,-2.658238,-152.306
192.856,12.776900,0.634618,-2.658432,-152.317
192.877,12.777028,0.634739,-2.659038,-152.352
192.897,12.777133,0.634859,-2.659732,-152.391
192.916,12.777264,0.635032,-2.660279,-152.423
192.937,12.777411,0.635175,-2.660694,-152.447
192.958,12.777608,0.635330,-2.661003,-152.464
192.975,12.777943,0.635495,-2.661259,-152.479
192.995,12.778297,0.635730,-2.661536,-152.495
193.019,12.778731,0.636010,-2.661648,-152.501
193.037,12.779248,0.636307,-2.661932,-152.517
193.058,12.779696,0.636666,-2.662435,-152.546
193.075,12.780098,0.637086,-2.663211,-152.591
193.096,12.780504,0.637481,-2.663982,-152.635
193.124,12.780887,0.637899,-2.664718,-152.677
193.139,12.781379,0.638287,-2.665288,-152.710
193.163,12.781935,0.638700,-2.665744,-152.736
193.187,12.782448,0.639120,-2.666219,-152.763
193.204,12.782896,0.639608,-2.667217,-152.820
193.224,12.783399,0.640208,-2.668593,-152.899
193.247,12.783977,0.640843,-2.669853,-152.971
193.263,12.784622,0.641591,-2.671439,-153.062
193.284,12.785093,0.642619,-2.674394,-153.231
193.302,12.785331,0.643972,-2.679145,-153.504
193.325,12.785439,0.645627,-2.685604,-153.874
193.347,12.785616,0.647439,-2.692636,-154.277
193.363,12.786506,0.648884,-2.697074,-154.531
193.385,12.788022,0.650139,-2.699738,-154.684
193.404,12.789372,0.651670,-2.703171,-154.880
193.424,12.790520,0.653373,-2.707886,-155.150
193.448,12.791613,0.655270,-2.713566,-155.476
193.464,12.792959,0.657196,-2.718782,-155.775
193.488,12.794321,0.659411,-2.725058,-156.134
193.511,12.796119,0.661266,-2.729993,-156.417
193.529,12.798675,0.662629,-2.731704,-156.515
193.552,12.800864,0.664170,-2.734029,-156.648
193.568,12.803180,0.665561,-2.735740,-156.746
193.589,12.805656,0.666987,-2.737363,-156.839
193.612,12.808086,0.668633,-2.739980,-156.989
193.629,12.810755,0.669682,-2.740519,-157.020
193.651,12.813581,0.670581,-2.739560,-156.965
193.669,12.816084,0.671602,-2.739570,-156.966
193.692,12.818635,0.672448,-2.738766,-156.920
193.715,12.821135,0.673488,-2.738919,-156.929
193.735,12.823552,0.674429,-2.738807,-156.922
193.758,12.826039,0.674617,-2.735958,-156.759
193.776,12.828317,0.674746,-2.732916,-156.585
193.799,12.830363,0.675145,-2.731484,-156.503
193.819,12.832223,0.675914,-2.731525,-156.505
193.838,12.833875,0.677021,-2.733157,-156.598
193.859,12.835341,0.678412,-2.736191,-156.772
193.883,12.836609,0.679105,-2.737168,-156.828
193.899,12.837648,0.678775,-2.734923,-156.700
193.920,12.838590,0.678591,-2.733012,-156.590
193.937,12.839630,0.678562,-2.731849,-156.523
193.961,12.840238,0.678583,-2.732726,-156.574
193.977,12.840512,0.679041,-2.734753,-156.690
193.998,12.840526,0.679820,-2.738173,-156.886
194.024,12.840299,0.680917,-2.743058,-157.166
194.040,12.839908,0.682317,-2.749560,-157.538
194.063,12.839319,0.684051,-2.757578,-157.998
194.084,12.838515,0.686158,-2.767272,-158.553
194.103,12.837546,0.688572,-2.778598,-159.202
194.124,12.836412,0.691367,-2.791604,-159.947
194.144,12.835117,0.694511,-2.806267,-160.787
194.164,12.833782,0.697940,-2.822299,-161.706
194.185,12.832392,0.701648,-2.839680,-162.702
194.206,12.830894,0.705667,-2.858286,-163.768
194.229,12.829337,0.709960,-2.878176,-164.907
194.249,12.827683,0.714567,-2.899623,-166.136
194.267,12.826016,0.719559,-2.922657,-167.456
194.291,12.824406,0.724941,-2.947153,-168.859
194.308,12.822858,0.730643,-2.973053,-170.343
194.330,12.821020,0.736113,-2.997282,-171.732
194.350,12.818837,0.741122,-3.020185,-173.044
194.367,12.816391,0.745821,-3.041856,-174.285
194.390,12.813835,0.750592,-3.063743,-175.540
194.410,12.811156,0.755007,-3.083888,-176.694
194.431,12.808445,0.759604,-3.104559,-177.878
194.453,12.805898,0.763550,-3.122858,-178.927
194.470,12.803777,0.766501,-3.136975,-179.735
194.491,12.802354,0.768452,3.135486,179.650
194.508,12.801241,0.770586,3.125628,179.085
194.530,12.800714,0.772362,3.117634,178.627
194.547,12.800620,0.772583,3.116292,178.550
194.570,12.800637,0.772570,3.116224,178.546
194.591,12.800697,0.772823,3.114955,178.474
194.614,12.800742,0.773140,3.113537,178.393
194.638,12.800712,0.773223,3.113292,178.379
194.655,12.800749,0.773037,3.114156,178.428
194.678,12.800907,0.772948,3.114461,178.445
194.697,12.801048,0.773199,3.113189,178.373
194.720,12.801503,0.773562,3.111600,178.282
194.739,12.802046,0.773999,3.109727,178.174
194.758,12.802769,0.774447,3.107639,178.055
194.779,12.803642,0.775021,3.105052,177.906
194.797,12.804718,0.775763,3.101793,177.720
194.815,12.805834,0.776753,3.097272,177.461
194.840,12.806922,0.778096,3.091277,177.117
194.865,12.808045,0.779732,3.083857,176.692
194.880,12.809012,0.781626,3.075309,176.202
194.903,12.809346,0.783425,3.067761,175.770
194.922,12.809348,0.785193,3.059944,175.322
194.945,12.808946,0.787195,3.051587,174.843
194.966,12.807847,0.788980,3.044471,174.435
194.988,12.806627,0.790825,3.036815,173.997
195.009,12.804956,0.792887,3.028828,173.539
195.032,12.803180,0.794818,3.021222,173.103
195.045,12.801479,0.796744,3.014183,172.700
195.066,12.800145,0.798529,3.007248,172.303
195.084,12.798758,0.799901,3.002135,172.010
195.105,12.797120,0.800164,3.001998,172.002
195.128,12.796589,0.800560,3.000858,171.937
195.146,12.796551,0.800696,3.000147,171.896
195.164,12.796412,0.800648,3.000074,171.892
195.183,12.796292,0.800644,2.999878,171.880
195.206,12.796184,0.800638,2.999745,171.873
195.224,12.796080,0.800608,2.999658,171.868
195.243,12.796021,0.800607,2.999512,171.859
